18	40	0
19	32	0
19	33	1
19	3	1
19	6	0
19	7	1
19	41	0
19	10	0
19	11	1
19	15	0
19	16	1
19	49	0
19	19	0
19	20	0
19	21	0
19	27	0
19	17	0
19	38	0
19	24	0
19	12	0
19	45	0
19	36	0
19	23	0
19	42	0
19	22	0
19	2	0
19	13	0
19	18	0
19	29	0
19	9	0
19	25	0
20	32	1
20	2	1
20	3	1
20	6	0
20	7	1
20	38	0
20	11	0
20	13	0
20	14	0
20	16	0
20	17	0
20	28	0
20	37	0
20	43	0
20	39	0
20	31	0
20	36	0
20	18	0
20	4	0
20	20	0
20	15	0
20	45	0
20	29	0
20	1	0
21	4	0
21	9	1
21	11	0
21	14	1
21	47	0
21	48	0
21	3	0
21	5	0
21	18	0
21	22	0
21	17	0
21	45	0
22	35	1
22	37	0
22	6	1
22	46	1
22	19	1
22	20	1
22	21	0
22	22	1
22	24	0
22	26	1
22	27	0
22	28	1
22	30	0
22	1	0
22	4	0
22	9	0
22	44	0
22	12	0
22	34	0
22	16	0
22	33	0
22	14	0
22	47	0
22	8	0
22	0	0
22	32	0
23	35	1
23	36	1
23	37	1
23	6	1
23	39	1
23	44	0
23	46	1
23	19	1
23	20	1
23	21	0
23	22	1
23	24	1
23	26	1
23	27	0
23	28	1
23	30	1
23	31	0
23	10	0
23	15	0
23	7	0
23	12	0
23	3	0
23	49	0
23	17	0
23	13	0
23	5	0
23	0	0
23	29	0
23	14	0
23	23	0
23	8	0
23	42	0
23	25	0
23	1	0
24	17	1
24	18	0
24	19	1
24	20	1
24	21	1
24	22	1
24	23	0
24	25	1
24	26	1
24	27	1
24	29	1
24	30	1
24	31	1
24	34	1
24	35	1
24	36	0
24	37	1
24	39	0
24	46	0
24	32	0
24	41	0
24	2	0
24	38	0
24	0	0
24	42	0
24	13	0
24	11	0
24	15	0
24	7	0
24	45	0
24	4	0
24	1	0
24	40	0
24	33	0
24	44	0
24	43	0
24	24	0
24	49	0
25	1	0
25	33	0
25	4	1
25	6	0
25	8	0
25	41	1
25	42	0
25	44	0
25	14	0
25	46	0
25	17	0
25	19	0
25	20	0
25	24	0
25	26	0
25	13	0
25	40	0
25	30	0
25	32	0
25	23	0
25	12	0
25	29	0
25	15	0
25	37	0
25	10	0
25	25	0
25	39	0
25	16	0
25	47	0
25	2	0
26	2	1
26	3	1
26	9	1
26	10	0
26	41	1
26	42	1
26	13	1
26	14	1
26	15	1
26	16	1
26	17	0
26	49	1
26	19	0
26	0	0
26	39	0
26	44	0
26	23	0
26	27	0
26	12	0
26	45	0
26	25	0
26	40	0
26	21	0
26	8	0
27	40	1
27	9	0
27	10	0
27	47	1
27	48	1
27	33	0
27	11	0
27	3	0
27	25	0
27	15	0
28	1	0
28	4	0
28	37	1
28	6	1
28	39	0
28	46	0
28	19	1
28	20	0
28	22	0
28	26	1
28	27	0
28	28	0
28	29	0
28	30	0
28	47	0
28	10	0
28	17	0
28	38	0
28	11	0
28	35	0
28	12	0
28	15	0
28	18	0
28	3	0
28	2	0
28	13	0
28	25	0
28	31	0
29	1	0
29	33	0
29	4	0
29	46	0
29	19	0
29	20	1
29	21	0
29	22	0
29	25	0
29	29	1
29	30	0
29	36	0
29	16	0
29	40	0
29	17	0
29	41	0
29	44	0
29	32	0
29	13	0
29	5	0
29	2	0
29	35	0
